No    Name          T90cat                  T90e
148  180727A  1.05599999427795         0.229120086267606
149  180721A  47.6000000238419         2.98665041218178 
150  180720C  122.987999916077         31.6700540667226 
151  180720B  108.399999856949         3.6884533781446   
152  180718A  0.0839999914169312         0.0233238752907
153  180715A  0.684000015258789         0.08772689884771
154  180709A  194.807999968529         31.2153429769643 
155  180706A  42.444000005722         7.16259732479527   
156  180705A  106.783999919891         16.2025474954939 
157  180704A  19.6560000181198         1.40470642375823 
158  180630A  18.9599999189377         6.31456244704634 
159  180626A  30.1039998531342         1.41138792155805 
160  180624A  466.651999950409         35.756255947022   
161  180623A  114.879999995232         6.81986998340227 
162  180620B  223.96799993515         26.1326944119251   
163  180620A  22.9479999542236         4.98764283866462 
164  180618A  47.4239999055862         11.20164564161   
165  180614A  7.0919998884201         0.941148188501542 
166  180613A  50.8159999847412         8.35998099089474 
167  180602A  53.203999876976         10.1974963735852   
168  180514A  31.1599999666214         4.10507831355118 
169  180512A  24                        7.07106781186548     
170  180510B  134.016000032425         52.9225468980937 
171  180510A  64                       16   
172  180504A  115.263999819756         48.6950530255852 
173  180425A  11.9039998054504         2.71227132798173 
174  180418A  4.40799999237061         2.49110413778446 
175  180411A  77.9759999513626         1.00622860823171 
176  180410A  114.799999952316         14.4293076043345 
177  180407A  100.628000020981         33.9397290559484 
178  180404B  111.707999944687         6.98886220497745 
179  180404A  36.2799999713898         5.35102610066606 
180  180402A  0.179999947547913         0.03124110017331
181  180331B  78.0320000648499         4.7389450045999   
182  180331A  48                       22.6274169979695     
183  180329B  213.536000013351         49.4225729811666 
184  180329A  36                        7.28010988928052     
185  180325A  92.8279999494553         1.51999085311522 
186  180324A  7.21599996089935         1.30228724554167 
187  180316A  87                       20.591260281974      
188  180314B  55.4240000247955         6.53960234232175 
189  180314A  50.4640001058578         21.8358736047547 
190  180311A  23.039999961853         8.71246656581249   
191  180224A  10.9199999570847         3.56827627531245 
192  180222A  42.3039999008179         12.74307334245   
193  180221A  11                        3.16227766016838     
194  180205A  15.5359998941422         3.14699346489193 
195  180204A  1.16400003433228         0.117098175136296
196  180115A  39.1440000534058         2.99202276282143 
197  180113A  64                       16   
198  180111A  50.8919999599457         1.88013615903655 
199  180103A  150.400000035763         1.6   
200  180102A  11.5599999427795         1.73180249679767 
201  171222A  173.871999979019         23.8695096243794 
202  171216A  30.0799999833107         7.58609250805119 
203  171212A  304                      64      
204  171211A  2.17600005865097         0.455367963461657
205  171209A  161.647999942303         30.7587722246145 
206  171205A  190.471999943256         33.8808366621315 
207  171123A  58.4640000462532         27.0532475891225 
208  171120A  64                       16   
209  171115A  36.7719999551773         5.18024129206609 
210  171103A  4.26799994707108         1.10585354557227 
211  171102B  18.8800000548363         3.9151071896423   
212  171027A  96.7719999551773         4.9069697352188   
213  171020A  41.8560000061989         9.19157878695337 
214  171011A  2.27999991178513         0.232997893409871
215  171010B  30.4000000357628         1.6   
216  171007A  68.4239999651909         19.3288518403932 
217  171004A  105.539999961853         14.3064433213744 
218  171001A  20.9159999489784         1.35107659821179 
219  170921A  28.8000000119209         5.92553253459488 
220  170912B  17.8840000033379         7.83311223762219 
221  170912A  21.1840000152588         5.43548050044814 
222  170906C  45.0759999752045         4.80024419382997 
223  170906B  19.20                    1.6   
224  170906A  88.1119999289513         1.44479753054543 
225  170903A  27.7239999771118         4.50650779531548 
226  170827A  98.62399995327         31.7029847368173   
227  170823A  69.4079999923706         12.0317473731443 
228  170822A  64                      16   
229  170813A  72.5439999103546         12.1017426966481 
230  170810A  152.419999957085         21.4978838612162 
231  170807A  36.323999941349         7.97291137847716   
232  170804A  56.4799998998642         18.6804381880922 
233  170803A  3.81999999284744         0.236812129310609
234  170728B  47.6800000071526         26.496695635164   
235  170728A  1.24799996614456         0.246868420778323
236  170724A  98.9799999594688         20.7571577896258 
237  170714A  459.216000020504         94.6098907172477 
238  170711A  31.2119999527931         7.39057671365112 
239  170710B  54.4000000357628         1.6   
240  170710A  33.1200000047684         10.8611601354231 
241  170705A  223.203999936581         15.5520109197925 
242  170629A  34.4279999136925         12.7620332338538 
243  170626A  12.9479999542236         0.346594812827857
244  170607A  320                     172.325273828304   
245  170604A  26.527999997139         2.83976335112829   
246  170531B  170.29599994421         9.10601472374974   
247  170531A  32.3039999604225         7.92819475938395 
248  170526A  8.31199997663498         2.44560012871808 
249  170524B  46.4000000357628         1.6   
250  170524A  0.1039999127388         0.0178885800721685
251  170519A  220.251999914646         143.838515308131 
252  170516A  36.7680000066757         11.6178620823879 
253  170428A  0.199999928474426         0.07375637582924
254  170419B  65.8559999465942         11.260154565347   
255  170419A  7.77600002288818         1.75110480013101 
256  170405A  165.31200003624         32.8929220435928   
257  170331A  17.6160000562668         2.47690129067317 
258  170330A  144.46799993515         2.18785005650547   
259  170325A  0.331999897956848         0.07088015268156
260  170318B  1.07199990749359         0.221846764251316
261  170318A  116.915999948978         31.5270477928061 
262  170317A  11.9520000219345         4.87496137879083 
263  170311A  9                        2.82842712474619      
264  170307A  29.91999989748           28.176160486023   
265  170306A  21.0079999566078         6.52745339366034 
266  170208B  128.135999917984         5.7189677071751   
267  170208A  7.44799995422363         0.543293661245789
268  170206B  13.3600000143051         2.6770251832304   
269  170205A  26.1279999613762         3.1836105299692   
270  170203A  45.9039999246597         5.96155414134771 
271  170202A  37.7599999308586         11.7181140498057 
272  170131A  22.3999999761581         1.6   
273  170127B  0.512000024318695         0.14488615962996
274  170127A  67.3759999871254         12.032902197789   
275  170126A  9.53600001335144         1.58068339013808 
276  170115A  32.0439999699593         9.1692202217165   
277  170113A  20.2959999442101         4.33263519239863 
278  170112A  0.0559999346733093         0.0178885800721
279  170111A  29.8759999275208         9.71116986695626 
280  170101A  3.10400003194809         0.847999980989493
281  161224A  47.37600004673          11.5828977699689   
282  161220A  7.21999996900558         1.75425425941067 
283  161219B  6.93199992179871         0.793180905778267
284  161218A  7.19999992847443         0.545893781338456
285  161217A  12.0359999537468         2.44943262012102 
286  161214B  24.8959999680519         3.18264541986977 
287  161202A  118.495999932289         0.712474578189743
288  161129A  35.5439999699593         2.09513345944611 
289  161117B  152.311999976635         3.15355295925813 
290  161117A  125.699999928474         1.09337644623115 
291  161113A  43.4639999270439         5.28264322904351 
292  161108A  115.835999906063         11.6600351623619 
293  161105A  177.695999979973         25.073484405906   
294  161104A  0.0999999642372131         0.0178885267601
295  161022A  7.24800002574921         1.06948960555395 
296  161017A  217.047999918461         6.86324586240994 
297  161014A  23.00                    4.47213595499958  
298  161011A  4.27599990367889         1.26309465755692 
299  161007A  157.691999912262         40.5240279297954 
300  161004B  15.7199999690056         0.752191441922543
301  161004A  1.3199999332428          0.299786554107303 
302  161001A  2.59999996423721         0.385351784372164
303  160927A  0.48799991607666         0.102449944085361
304  160917A  14.5199999809265         1.8157092352809   
305  160912A  207.307999968529         16.0269435733524 
306  160905A  64                       16   
307  160827A  14.0480000376701         5.57930464366449 
308  160826A  52.6159999370575         14.392495407259   
309  160824A  99.3319999575615         7.8777916000799   
310  160821B  0.479999959468842         0.07299317090217
311  160821A  112.635999917984         1.09670048549611 
312  160819A  67.1999999880791         1.6   
313  160815A  8.56799989938736         1.8342955655889   
314  160804A  152.743999958038         19.2032148019115 
315  160801A  2.85199993848801         0.415427463220295
316  160726A  0.727999925613403         0.04308132828574
317  160716A  6.39199995994568         0.575013070049184
318  160714A  0.347999930381775         0.11264101393441
319  160712A  44.527999997139          6.37316378425992   
320  160709A  4.80000001192093         1.6   
321  160705B  54.5799999237061         12.5740159248871 
322  160703A  45.0079999566078         3.0240237791644   
323  160630A  29.5520000457764         5.60842792208861 
324  160625A  53.9199999570847         3.0991353106272   
325  160624A  0.191999971866608         0.14310837401727
326  160623A    NA                         NA
327  160612A  0.247999966144562         0.04816639177888
328  160611A  35.12399995327           6.00160015347611   
329  160607A  33.4919999837875         0.446443718595745
330  160601A  0.119999945163727         0.02262742070693
331  160525B  0.291999936103821         0.04560697873740
332  160525A    NA                         NA     
333  160519A  35.6160000562668         6.06931693447473 
334  160506A  260.527999937534         78.3182114524323 
335  160504A  53.9599999189377         5.68137024620488 
336  160501A    NA                        NA     
338  160424A  6.4640000462532         0.951697413545641 
339  160419A  9.41599994897842         1.58733111328118 
340  160417A  14.5519999265671         2.31705759617694 
341  160412A  32.1799999475479         3.93007892771808 
342  160411A  0.355999946594238         0.07560420063349
343  160410A  96                       50.5964425626941     
344  160409A  48.                       1.6   
345  160408A  0.319999933242798         0.03687816851952
346  160327A  33.7440000772476         9.37472005275709 
347  160325A  61.7239999771118         12.0532560498552 
348  160321A  33.4759999513626         4.82827839746115 
349  160314A  8.73199993371964         1.51638125570509 
350  160313A  41.5359999537468         6.18321240663874 
351  160303A  4.97599995136261         1.00625245213938 
352  160228A  98.9079999923706         23.8907387298692 
353  160227A  316.347999989986         75.7592504173685 
354  160225A  157.456000030041         70.4915463812023 
355  160223A  134.863999962807         17.4523558703056 
356  160220B  31.1159999370575         3.01692293709113 
357  160220A  8.25999993085861         1.16642363616434 
358  160216A  11                       1   
359  160203A  17.4400000572205         2.28598513042857 
360  160131A  327.751999974251         71.029021038502   
361  160127A  6.15599989891052         0.936657860780595
362  160123A  3.95199990272522         0.623246350817473
363  160121A  10.4999999403954         2.39561683996151 
364  160119A  120.13999992609         14.9846310363226   
365  160117B  11.5359999537468         2.60802764034251 
366  160117A  137                     20.3960780543711   
367  160104A  16.5639999508858         2.78765064453465 
368  151229A  1.43999993801117         0.447146548280103
369  151228B  48                       16   
370  151228A  0.275999963283539         0.03999999761581
371  151215A  17.8479999899864         1.01371396706698 
372  151210A  86.9599999785423         10.6712423189293 
373  151205B  1.43599992990494         0.237587854202095
374  151205A  64                       35.7770876399966     
375  151127A  0.187999904155731         0.04252058531436
376  151122A  36.8000000715256         1.6   
377  151118A  23.5680000185966         10.6794936132401 
378  151114A  4.85599994659424         0.976696499773356
379  151112A  58.8640000224113         22.7254134084195 
380  151111A  76.0439999103546         12.7537051608974 
381  151107A    NA                        NA   
382  151031A  5                        2.23606797749979      
383  151029A  8.95199996232986         3.9550777396026   
384  151027B  80                       35.7770876399966     
385  151027A  129.579999983311         5.46544933158177 
386  151023A  10.7599999308586         4.3722653107991   
387  151022A  117.680000007153         18.7778933407152 
388  151021A  110.055999994278         3.59386366914112 
389  151006A  211.056000053883         39.073553623331   
390  151004A  137.271999955177         17.0245339786588 
391  151001B  131.520000040531         26.8529220711676 
392  151001A  9.82799994945526         3.19957245018445 
393  150925A  122.131999969482         26.6956809453882 
394  150915A  160                      57.6888204074238   
395  150911A  7.13599991798401         0.599746645925605
396  150910A  112.272000014782         36.480140350695   
397  150907B  62.0199999213219         11.1246394732101 
398  150901A  64                       35.7770876399966     
399  150831B  6.17600005865097         1.03296077403421 
400  150831A  0.919999957084656         0.11627550390902
401  150821A  168.944000005722         102.337127308651 
402  150819A  51.6640000343323         13.6032043200312 
403  150818A  143.055999934673         21.8026197181464 
404  150817A  37.9959999322891         2.13080735521689 
405  150811A  31.5199999213219         7.31887482514508 
406  150801B  408.707999944687         29.6191441817222 
407  150728A  0.832000017166138         0.23075526985937
408  150727A  87.9559999704361         10.9851456403465 
409  150724A  280.007999956608         43.9618534887909 
410  150722A  67.3120000362396         11.7648860619575 
411  150720A  238.535999953747         44.4195098491896 
412  150716A  42.567999958992         5.58947724938619   
413  150711A  70.9559999108315         14.2134365852416 
414  150710B  13.839999973774         5.04107286296538   
415  150710A  0.151999950408936         0.06013318843161
416  150626B  48                       22.6274169979695     
417  150626A  97.2640000581741         34.9372740079621 
418  150616A  608.407999992371         104.219640720468 
419  150615A  32.6839999556541         7.48940716116703 
420  150607A  25.9879999756813         0.888740739111531
421  150530A  6.89600002765656         0.817253912009944
422  150527A  108.800000011921         84.1058050290632 
423  150530B  3.                        1.4142135623731      
424  150513A  161.563999950886         4.78045349248968 
425  150430A  106.879999995232         7.02755263860171 
426  150428B  130.947999954224         15.5505195049043 
427  150428A  53.2000000476837         15.37787291802   
428  150424A  81.055999994278         17.4800292500718   
429  150423A  0.215999901294708         0.02828424427347
430  150413A  243.595999956131         40.8285297404122 
431  150407A      NA                        NA
432  150403A  37.2959999442101         11.7165546057665 
433  150402A  14.4000000357628         1.6   
434  150323C  159.664000034332         44.6175204970225 
435  150323B  59.1999999880791         1.6   
436  150323A  149.727999925613         9.12243565164621 
437  150318A  87.4439999461174         20.8383346645468 
438  150317A  23.283999979496         0.850129364648628 
439  150314A  14.7799999713898         2.6292173945121   
440  150309A  242.039999961853         5.99635618772369 
441  150302A  23.8720000386238         8.72960939878939 
442  150301B  17.1360000371933         4.63505939155724 
443  150301A  0.483999967575073         0.14405547928988
444  150222A  15.8359999656677         6.8513079213452   
445  150213B  209                     74.2428447730823   
446  150212A  15.4880000352859         3.3182935415225   
447  150211A  13.607999920845         2.01603178353838   
448  150206A  74.9999999403954         12.6854177495456 
449  150204A  14.                       2.23606797749979   
450  150203A  24.4359999299049         2.7678207947542   
451  150202A  25.472000002861         4.82001162478996   
452  150201A  26.5919999480247         4.78816578195441 
453  150120B  24.3359999656677         3.27792376660314 
454  150120A  1.19599992036819         0.153674948708428
455  150110B  10.5799999833107         0.950166307490648
456  150103A  49.0879999995232         9.80709947303509 
457  150101B  0.0119999647140503         0.0089442367241
458  150101A  0.059999942779541         0.01131373142687
459  141229A  6.40000003576279         1.6   
460  141225A  86.1479999423027         45.2225830681134 
461  141221A  36.8159999847412         4.1037256240395   
462  141220A  7.23199993371964         0.479015658049012
463  141212B  10.5079999566078         0.685623802051872
464  141212A  0.287999987602234         0.09732416254327
465  141205A  1.664                        NA      
466  141130A  62.8559999465942         11.3720388524948 
467  141121A  481.003999948502         38.0626023493275 
468  141109B  220.503999948502         11.344304639184   
469  141109A  200.187999904156         48.1482022400133 
470  141102A  14.4000000357628         1.6   
471  141031B  15.62399995327           2.55484640013608   
472  141031A  464                     472.271108580654   
473  141026A  139.475999951363         14.8381213498224 
474  141022A  8.71599990129471         1.5595947757381   
475  141020A  14.8959999680519         2.16538681979588 
476  141017A  55.8079999089241         2.86416207927003 
477  141015A  11                       4.12310562561766     
478  141005A  3.47200006246567         0.590267725173062
479  141004A  3.92399996519089         1.11246033451304 
480  140930B  0.843999922275543         0.11988327937328
481  140927A  6.25599998235703         1.42603365502763 
482  140919A  152.304000020027         21.2798390673805 
483  140916A  68.9760000109673         9.4507904787089   
484  140909A     NA                         NA
485  140907A  80                       35.7770876399966     
486  140903A  0.295999944210052         0.03417602843138
487  140901B  6.40000003576279         1.6   
488  140828A  19.1480000019073         4.15046982043008 
489  140824A  3.08399993181229         0.49061594717433 
490  140818B  31.5520000457764         16.0461414097757 
491  140817A  258.343999922276         17.0682669281408 
492  140730A  40.8959999680519         3.37762995884474 
493  140719B  54                       12.5399362039845     
494  140719A  48                       22.6274169979695     
495  140716A  124.800000071526          1.6
497  140713A  6.01599997282028         0.728065956518166
498  140710A  3                        2.23606797749979      
499  140709B  156.731999993324         26.229642415299   
500  140709A  105.191999912262         7.38508875711292 
501  140706A  47.8439999818802         3.94170521812915 
502  140703A  68.6439999341965         66.4564438771345 
503  140629A  38.272000014782         11.6226537648559   
504  140628A  10.539999961853         0.873768858932836 
505  140626A  16.1599999666214         1.23416207233031 
506  140622A  0.131999969482422         0.03577710683233
507  140619A  233.047999978065         13.5465538223676 
508  140614B  49.8719999194145         7.994274206225   
509  140614A  77.3919999599457         15.8909127857189 
510  140611A  3.19999998807907         1.6   
511  140610A  93.2519999742508         3.35232104501482 
512  140607A  94.7680000066757         16.2354456867897 
513  140606A  0.339999973773956         0.09440341439861
514  140529A  8.14400005340576         1.51087789797795 
515  140521A  9.87599992752075         1.09238088792287 
516  140518A  60.5239999294281         2.48237949745235 
517  140516A  0.25600004196167         0.143108320705261
518  140515A  23.4159999489784         2.03603537184411 
519  140512A  154.111999928951         4.65279486164575 
520  140509A  23.216000020504         5.17115694874123   
521  140506A  111.103999972343         9.54671488141262 
522  140502A  15.1199999451637         1.88811543107599 
523  140430A  173.587999939919         3.7074196198355   
524  140428A  17.4240000247955         5.89714506804888 
525  140423A  134.143999993801         23.1033129881465 
526  140419A  80.0759999155998         3.77504441677767 
527  140414A  0.495999932289124         0.06835205686276
528  140413A  132.976000010967         14.3671135780925 
529  140412A  48                       22.6274169979695     
530  140408A  3.62799996137619         0.606155095312045
531  140402A  0.896                      NA      
532  140331A  209.655999958515         32.7518243973476 
533  140323A  106.487999975681         3.25602762888333 
534  140320A  0.512000024318695         0.23075526985937
535  140318A  7.6039999127388         1.27603289493624   
536  140311B  129.600000023842         1.6   
537  140311A  70.4800000190735         7.58769950271438 
538  140305A  20.3039999604225         5.35415206616563 
539  140304A  14.7839999198914         1.40137072052854 
540  140302A  98.7239999771118         11.404047887859   
541  140301A  27.8039999008179         8.38857342278462 
542  140215A  25.6320000290871         5.64181532462767 
543  140213A  59.9319999217987         2.70702788769182 
544  140211A  109.531999945641         26.249381548809   
545  140209A  20.432000041008         9.62708178563028   
546  140206A  94.1879999041557         18.3610798297631 
547  140129B  1.35999995470047         0.212941257677667
548  140129A  3                        1.4142135623731   
549  140118A  84.0919999480247         9.74659838496785 
550  140114A  139.947999954224         15.8801637489094 
551  140108A  95.2319999337196         3.22426050489663 
552  140103A  17.3440000414848         1.90930355320692 
553  140102A  55.0799999237061         15.4181167886652 
554  131229A  48                       16   
555  131227A  17.9879999756813         1.55097383208861 
556  131226A  7.2279999256134         0.156205012444484 
557  131224B  8.34799998998642         1.07690850813724 
558  131205A  20.3439999222755         0.938594662245004
559  131202A  30.1959999799728         8.79446555910627 
560  131128A  3                        1.4142135623731   
561  131127A  94.9719999432564         15.1360080483202 
562  131120A  130.431999981403         21.3031813750126 
563  131117A  10.8799999952316         2.81163301773906 
564  131110A  76.8000000119209         1.6   
565  131105A  112.208000063896         4.102307689173   
566  131103A  15.2079999446869         3.03467429277549 
567  131031A  6.40000003576279         1.6   
568  131030A  39.4239999651909         3.6748333110245   
569  131024B  96.8160000443459         27.4064459345517 
570  131024A  112                      35.7770876399966   
571  131018A  73.2159999608994         18.9734095686505 
572  131004A  1.53600001335144         0.326337243913619
573  131002B  52                      11.1803398874989     
574  131002A  56.5279999375343         4.10830962682656 
575  131001A  5.                       1.     
576  130929A  12.2400000095367         4.05928065016228 
577  130925A  160.29599994421         3.39040768844924   
578  130919A  99.6839999556541         26.0280581649074 
579  130913A  41.6000000238419         1.6   
580  130912A  0.283999919891357         0.02884446865857
581  130907A  364.367999970913         5.44720111538182 
582  130831B  37.5840000510216         9.54610205001519 
583  130831A  30.191999912262         2.32627165769635   
584  130829A  51.8839999437332         8.18044987657075 
585  130822A  0.043999969959259         0.01131373142687
586  130816B  8.67599999904633         2.34176005165807 
587  130816A  29.9759999513626         1.35699668952184 
588  130812A  7.62799996137619         0.546494314734789
589  130807A  293.039999902248         26.6104443523493 
590  130806A  5.77999997138977         0.411611491093137
591  130803A  43.5719999074936         1.60663619396323 
592  130727A  13.5639999508858         0.803482449981413
593  130725B  4.77599990367889         0.855083658147749
594  130725A  101.520000040531         20.2261597201198 
595  130722A  98.3679999709129         12.8608866226288 
596  130719A  146.96799993515         22.6545271268104   
597  130716A  87.6719999909401         19.9059138688552 
598  130708A  11.1999999880791         1.6   
599  130701A  4.37999993562698         0.252634126101044
600  130627B  48                      35.7770876399966     
601  130627A  18.0480000376701         5.47298824080632 
602  130626A  0.159999966621399         0.02884438600181
603  130625A  41.2719999551773         9.48464778105191 
604  130623A  17.6159999966621         1.96096301822524
605  130615A  332.555999934673         28.5450627551655 
606  130612A  4                         1.4142135623731      
607  130610A  47.7239999175072         10.7398658831923 
608  130609B  211.171999931335         17.0554920155477 
609  130609A  7.05599993467331         0.797686635421695
610  130608A  151.851999938488         10.611898224209   
611  130606A  276.65600001812         19.6308524182913   
612  130605A  10.1759999990463         3.20063996959449 
613  130604A  76.2839999198914         29.7594602090569 
614  130603B  0.175999999046326         0.02400004863739
615  130603A  69.1279999613762         23.4262938267232 
616  130529A  87.5919999480247         11.0791425584706 
617  130528A  640                     560   
618  130527A  64                       16   
619  130521A  10.9559999704361         2.50452706799813 
620  130518B  8.                       1.6   
621  130518A  81.6000000238419         1.6   
622  130515A  0.295999944210052         0.06092617526730
623  130514A  214.191999971867         17.3206323126738 
624  130511A  2.7399999499321         0.397854255722736 
625  130508A  42.9120000600815         10.1276240195608 
626  130505A  89.3440000414848         111.154229439193 
627  130504A  120.03200006485         25.3356602599086   
628  130502A  7.567999958992          4.44984135991245   
629  130427B  25.904000043869         5.97184327558282   
630  130427A  244.331999957561         4.73248855584923 
631  130420B  12.6359999775887         5.22695322379476 
632  130420A  121.135999977589         11.7493788427888 
633  130419A  85.5839999318123         49.1526537323231 
634  130418A  274.923999965191         39.3195305513169 
635  130408A  4.24000006914139         0.680705534066594
636  130327A  6.37199997901917         1.40803551100794 
637  130315A  230.507999956608         17.9689910938007 
638  130313A  0.171999931335449         0.03577708017632
639  130306A  272.379999935627         9.34031540434395 
640  130305A  52.8000000119209         1.6   
641  130216A  6.51999998092651         1.08621174877495 
642  130216B  17.6000000238419         1.6   
643  130215A  66.2240000367165         10.6648491081526 
644  130211A  30.7519999146461         6.35497978439702 
645  130206A  121                     32.3882694814033   
646  130131B  4.29999995231628         0.257402418116644
647  130131A  51.5239999294281         2.51219424154756 
648  130122A  76.5440000295639         20.7705160522924 
